text,Favorites,Retweets,Tweet ID
"Join me on Wednesday May 25th at the Anaheim Convention Center
 Trump2016  MAGA 
Tickets ",9666,3678,7.34E+17
Crooked Hillary wants a radical 500 increase in Syrian refugees We can’t allow this Time to get smart and protect America,24547,9915,7.34E+17
How can Crooked Hillary say she cares about women when she is silent on radical Islam which horribly oppresses women,29367,13120,7.34E+17
Why do the networks continue to put dopey  on panels when he has called every single shot about me wrong for 2 yrs,15418,5126,7.34E+17
Hillary Clinton is not qualified to be president because her judgement has been proven to be so bad Would be four more years of stupidity,31531,10973,7.34E+17
Crooked Hillary said that I  want guns brought into the school classroom Wrong,19289,6121,7.34E+17
 I trust  more anyone ever to protect AmericaHe WILL do the right thing for the USA without a  doubt,10893,3045,7.34E+17
Thank you to all of the men and women who have served our country You are our true heroes  ArmedForcesDaypictwittercomA3Wus0cRIO,28974,10312,7.34E+17
Crooked Hillary Clintons foreign interventions unleashed ISIS in Syria Iraq and Libya She is reckless and dangerous,17882,7448,7.34E+17
MAKE AMERICA GREAT AGAINpictwittercomMAZK5bdZuD,28000,10422,7.34E+17
 is so negative getting even worse as I get closer Just had two antiTrump losers with zero rebuttal from my team Turning off,15613,4664,7.34E+17
 Hillary wants to rip the guns out of Americas hands No guns  no protection Get on  TrumpTrain  join  to stop her,14342,5122,7.34E+17
Crooked Hillary wants to get rid of all guns and yet she is surrounded by bodyguards who are fully armed No more guns to protect Hillary,40730,16254,7.34E+17
While our wonderful president was out playing golf all day the TSA is falling apart just like our government Airports a total disaster,24226,8709,7.34E+17
Crooked Hillary is spending tremendous amounts of Wall Street money on false ads against me She is a very dishonest person,21682,7147,7.34E+17
Crooked Hillary Clinton wants to essentially abolish the 2nd Amendment No gun owner can ever vote for Clinton,21386,8471,7.34E+17
Thank you  for the wonderful statement that the new par 3 9th hole  Turnberry could be the most dramatic in Britain,8175,1962,7.34E+17
  Colin great to have you at Trump Turnberry So proud of you and your GREAT playing You made winning MAJORS look easy,3377,1171,7.34E+17
  Best Links Course in Britain Ailsa Course opens June 16 Cant wait to play it pictwittercomHnQbj3ipuS,8467,2013,7.34E+17
Thank you for your wonderful endorsement today  It means a great deal to me We will not disappoint  Trump2016,14012,4915,7.34E+17
"Great day in Kentucky with Wayne LaPierre Chris Cox  the  
 MakeAmericaGreatAgain  Trump2016pictwittercomaJ7s0aqqj0",15665,4821,7.34E+17
Thank you An honor to be the first candidate ever endorsed by the  prior to   Trump2016  2A …,17622,7026,7.34E+17
Failing  will always take a good story about me and make it bad Every article is unfair and biased Very sad,12479,3791,7.34E+17
"Thanks  
Trump is the most unpredictable extraordinary entertainingmassively popular candidate this country has ever seen",15852,4896,7.34E+17
Crooked Hillary Clinton discussing the  SecondAmendment at a private event  2A cc twittercomvV31Pbpkmn,12239,6759,7.34E+17
I am on my way See you all soon …,8165,2776,7.34E+17
A Call for Unity by Jason Greenblatt callforunity2e7a33eceef3 k45jbtw9t …,6444,2153,7.34E+17
Crooked Hillary cant even close the deal with Bernie  and the Dems have it rigged in favor of Hillary Four more years of this No way,20709,6504,7.34E+17
Crooked Hillary Clinton looks presidential I dont think so Four more years of Obama and our country will never come back ISIS LAUGHS,18935,6308,7.34E+17
Look where the world is today a total mess and ISIS is still running around wild I can fix it fast Hillary has no chance,17578,6049,7.34E+17
Crooked Hillary has zero imagination and even less stamina ISIS China Russia and all would love for her to be president 4 more years,14832,4844,7.34E+17
I said that Crooked Hillary Clinton is not qualified to be president because she has very bad judgement  Bernie said the same thing,17389,5573,7.34E+17
Thank you  We will respond to terrorism with strenh in 2017e3704f5ea0310098a264184d …,13062,5086,7.33E+17
How quality a woman is Rowanne Brewer Lane to have exposed the  as a disgusting fraud  Thank you Rowanne,18117,5252,7.33E+17
Looks like yet another terrorist attack Airplane departed from Paris When will we get tough smart and vigilant Great hate and sickness,36432,13031,7.33E+17
My list of potential US Supreme Court Justices was very well recieved During the next number of weeks I may be adding to the list,16880,4707,7.33E+17
Some lowlife journalist claims that I made a pass at her 29 years ago Never happened Like the  story which has become a joke,16453,4718,7.33E+17
" MakeAmericaGreatAgain  Trump2016
",12884,4976,7.33E+17
Thank you Louisiana  Trump2016pictwittercomu8hhrRRFMp,15204,4967,7.33E+17
"Thank you Arizona See you soon
 MakeAmericaGreatAgainpictwittercomIC3pe5lRAS",14163,4329,7.33E+17
Why did Clinton supporter  declare Crooked Hillary winner in KY when AP hasnt even called the race,11342,3573,7.33E+17
Bernie Sanders is being treated very badly by the Democrats  the system is rigged against him Many of his disenfranchised fans are for me,21517,7440,7.33E+17
Paul Begala the dopey  flunky and head of the ProHillary Clinton Super PAC has knowingly committed fraud in his first ad against me,13437,4873,7.33E+17
  Trump for President Bernie is a joke knows nothing  and Hillary is yesterdays and todays nightmare,10064,3107,7.33E+17
  The Trump movement will not be stopped We support Trump because he is a true American looking out for  AmericaFIRST,11722,3861,7.33E+17
Congratulations to THE MOVEMENT we have just won THE GREAT STATE OF OREGON The vote percentage is even higher than anticipated Thank you,22384,6483,7.33E+17
"Thank you Oregon  Trump2016
 MakeAmericaGreatAgainpictwittercomhK1yqlp9ca",15600,4986,7.33E+17
 Hillary Just Handed  a Huge Gift Promising to Put Bubba in Charge of the Economy  MakeAmericaGreatAgain,10395,3687,7.33E+17
 No way I believe Trump at 70 disapproval with women Went to 3 rallies At least 12 women MSM LIES ,10595,3583,7.33E+17
Michael Barbaro the author of the now discredited  hit piece on me with women has in past tweeted badly about me He should resign,10186,3135,7.33E+17
   He will destroy Hillary but why give CNN record breaking ratings CNN can go to hell Trump 2016,7738,2214,7.33E+17
I look so forward to debating Crooked Hillary Clinton Democrat Primaries are rigged email investigation is rigged  so time to get it on,22265,8153,7.33E+17
I cant believe that  would allow the very nice Jeffrey Lord to be savaged by a panel of seven Trump haters 7 to 1  Dont watch CNN,13075,4409,7.33E+17
    That man is a pillar of strenh and will be perfect as our next president,7337,2061,7.33E+17
Well that is it Well done Megyn  and they all lived happily ever after Now let us all see how THE MOVEMENT does in Oregon tonight,15959,3985,7.33E+17
Will go back on for a final question now,6453,1135,7.33E+17
  Amazing job,5056,922,7.33E+17
  Great interview Happy you had a chance to show the other side of you Never change never forget you are our messenger,7382,1784,7.33E+17
I like Michael Douglas,8753,2396,7.33E+17
   Best interview that I have ever seen,5676,1178,7.33E+17
   Great interview Megyn,5254,1044,7.33E+17
     and we love you Diamond and Silk  I do also,5793,1422,7.33E+17
 Donald u have done a terrific job so far on the interview Cannot wait until u r president  MegynKellyPresents,6419,1432,7.33E+17
   Thats why he is so successful He is driven to succeed  True,5656,1274,7.33E+17
 Lovely interview Mr Trump  Thanks,4898,1020,7.33E+17
   Watched the Megan Kelly special and I must sayit was very well done on both their parts,5528,1203,7.33E+17
  We actually really do love you Great,5002,1042,7.33E+17
     MakeAmericaGreatAgain Thank you for this discourse Wounds have been healed Great job,5242,1153,7.33E+17
   it was refreshing to see you both in a different light Well done,5130,1031,7.33E+17
   Trump is a great man and is FIGHTING for We The People,6169,1684,7.33E+17
   we need Trump more then ever Megyn Thanks,5271,1175,7.33E+17
   we need Trump more then ever Megan Please dont lose it for America for us,4891,1060,7.33E+17
 Kudos to  and  for rising above the drama and coming together Very respectful and classy ,6899,1635,7.33E+17
   Made me feel good to hear you both so gracious Great job,5276,1086,7.33E+17
  You are a fighter and we LOVE that about you Dont listen to these people who want you to change,5935,1501,7.33E+17
  great interview with   Thanks,5376,1029,7.33E+17
  One thing we know for sure  supporters will turn to  Trump  absolutely not ,6166,1693,7.33E+17
  speaks from the heart 4 all of AmericaHis intention is for a positive future 4 all  ,5622,1479,7.33E+17
DonaldTrump you are fearless This interview shows you are the Leader we need  is a tough interview Respect to both,7134,1553,7.33E+17
   whats with the soft wimpy questions Its not a therapy session  Not really soft at all,4804,1033,7.33E+17
  amazing on Megan Kelly Thanks,4943,1030,7.33E+17
  Watching you on Fox with  now Cant wait to hear what you two talked about,4991,1091,7.33E+17
I will be live tweeting  Show in 10 minutes Should be interesting Will be on Fox Network ENJOY,6826,1667,7.33E+17
Wall Street paid for ad is a fraud just like Crooked Hillary Their main line had nothing to do with women and they knew it Apologize,8524,2640,7.33E+17
Do you think Crooked Hillary will finally close the deal If she cant win Kentucky she should drop out of race System rigged,12399,3763,7.33E+17
I will be live tweeting my interview with  on the Fox Network tonight at 8 EnjoypictwittercomnlJssZeIWm,21597,5457,7.33E+17
I look forward to watching  tonight 8 PM ET It will be interesting to see how she treats me—I think she will be very fair,12874,3330,7.33E+17
How can Crooked Hillary put her husband in charge of the economy when he was responsible for NAFTA the worst economic deal in US history,22889,8694,7.33E+17
Crooked Hillary said her husband is going to be in charge of the economyIf so he should runnot herWill he bring the energizer to DC,14862,5472,7.33E+17
" VoteTrump at clerks offices  185 ballot drop boxes in  ORPrimary
Closes at 8pm 18614ad8954246fa22e9a0fb …",7303,2903,7.33E+17
Crooked Hillary cant close the deal with Bernie Sanders Will be another bad day for her,12440,3832,7.33E+17
Amazing that Crooked Hillary can do a hit ad on me concerning women when her husband was the WORST abuser of woman in US political history,37145,15042,7.33E+17
Oregon is voting today Keep the big numbers going  VOTE TRUMP MAKE AMERICA GREAT AGAIN,12091,4149,7.33E+17
Crooked Hillary Clinton put out an ad where I am misquoted on women Cant believe she would misrepresent the facts My hit was on China,11924,3733,7.33E+17
The pathetic new hit ad against me misrepresents the final line You can tell them to go BLANK themselves  was about China NOT WOMEN,14256,5029,7.33E+17
Wow 30000 emails were deleted by Crooked Hillary Clinton She said they had to do with a wedding reception Liar How can she run,21885,8716,7.33E+17
 OREGON votes today Go vote for  and kick it BIG TIME pictwittercomSLYwyM8w1D,10104,3719,7.32E+17
What Barbara Res does not say is that she would call my company endlessly and for years trying to come back I said no,10103,3147,7.32E+17
I gave a woman named Barbara Res a top NY construction job when that was unheard of and now she is nasty So much for a nice thank you,13097,4013,7.32E+17
In politics and in life ignorance is not a virtue This is a primary reason that President Obama is the worst president in US history,24500,9808,7.32E+17
The writer of the now proven false story in the  Michael Barbaro who was interviewed on CBS this morning was unable to respond,13606,4631,7.32E+17
Over 50 women were interviewed by the  yet they only wrote about 6 That’s because there were so many positive statements,14434,5059,7.32E+17
No wonder the  is failing—who can believe what they write after the false malicious  libelous story they did on me,12280,3923,7.32E+17
The failing  is greatly embarrassed by the totally dishonest story they did on my relationship with women,11845,3549,7.32E+17
Rowanne Brewer the most prominently depicted woman in the failing  story yesterday joined 9258407ba53aa92289f9e7fb …,9763,4035,7.32E+17
Thank you Anthony   The Entrepreneurs Case for Trumpentrepreneurscasefortrump1463344997modtrendingnow …,8113,3131,7.32E+17
With the coming forward today of the woman central to the failing  hit piece on me we have exposed the article as a fraud,16691,5773,7.32E+17
A political commentator for  which I no longer watch said Trump showed some weakness in the Repub Primaries I set alltime record,13358,4205,7.32E+17
Wow Rowanne Brewer the most prominently depicted woman in the failing  story yesterday was on  saying Times lied,13984,4718,7.32E+17
The  is so dishonest Their hit piece cover story on me yesterday was just blown up by Rowanne Brewer who said it was a lie,13310,4478,7.32E+17
That was an amazing interview on   I hope the rest of the media picks it up to show how totally dishonest the  is,12801,4292,7.32E+17
Bernie Sanders is being treated very badly by the Dems The system is rigged against him He should run as an independent Run Bernie run,26835,10015,7.32E+17
"Great new poll thank you
 MakeAmericaGreatAgain  Trump2016pictwittercomSZyZ8GkF23",24069,9690,7.32E+17
The  report on potential VP candidates is wrong Marco Rubio and most others mentioned are NOT under consideration,16021,6125,7.32E+17
"Thank you Georgia See you soon
 Trump2016pictwittercom8yFd6qA4rD",16427,5005,7.32E+17
The media is really on a witchhunt against me False reporting and plenty of it  but we will prevail,24371,8793,7.32E+17
Why did the failing  refuse to use any of the names given to them that I was so proud to have helped with their careers DISHONEST,13942,4602,7.32E+17
Wow I have had so many calls from high ranking people laughing at the stupidity of the failing  piece Massive front page for that,16639,5075,7.32E+17
Why doesnt the failing  write the real story on the Clintons and women The media is TOTALLY dishonest,22109,8480,7.32E+17
   keep shininhe ppl will not let the media dim your lightwe no longer believe them  Trump2016 Thanks,11182,3504,7.32E+17
   Everyone continues to pile onto Donald but they can NEVER take away our votes  Thank you,11580,3383,7.32E+17
Everyone is laughing at the  for the lame hit piece they did on me and womenI gave them many names of women I helpedrefused to use,16459,5118,7.32E+17
   OHIO WOMEN FOR TRUMP pictwittercomwpxojJnjbb,13819,4769,7.32E+17
 Leicester  DonaldTrump seem to have the same trajectory both were written off but they keep scaling the heights History,7634,2182,7.32E+17
   Im a women  I 100 support   I have since the beginning Thank you,8659,2455,7.32E+17
The failing  wrote yet another hit piece on me All are impressed with how nicely I have treated women they found nothing A joke,12947,3755,7.32E+17
Thank you for the nice words this morning  Well delivered and totally logical  ,7750,2232,7.32E+17
 Sheldon Adelson Pledges  Million to Elect Trump President  Breitbart  …,11615,4252,7.32E+17
Wow  is really working hard to make me look as bad  as possible Very unprofessional Hurting in ratings  bad television,25794,8408,7.32E+17
Great new poll thank youpictwittercomytzesbCZas,32884,13035,7.32E+17
If Crooked Hillary Clinton cant close the deal on Crazy Bernie how is she going to take on China Russia ISIS and all of the others,33055,11702,7.31E+17
"An incredible honor to receive the endorsement of a person I
have such tremendous respect for Thank you Sheldon17a011e6aa55670cabef46e0storyhtml …",17500,7137,7.31E+17
  Your story about me  the carbon tax is absolutely incorrect—it is just the opposite I will not support or endorse a carbon tax,16657,6861,7.31E+17
Senator Lindsey Graham called me yesterday very much to my surprise and we had a very interesting talk about national security and more,24083,5949,7.31E+17
Great meeting with  Mitch McConnell and Republican leaders in DC  Trump2016pictwittercomR0NuOrZISX,15829,4730,7.31E+17
Great day in DC with  and Republican leadership Things working out really well  Trump2016pictwittercomhfHY9MdAc7,29312,8379,7.31E+17
If it were up to goofy Elizabeth Warren we’d have no jobs in America—she doesn’t have a clue,17590,5706,7.31E+17
In interview I told  that my taxes are under routine audit and I would release my tax returns when audit is complete not after election,15759,4852,7.31E+17
Isn’t it funny when a failed Senator like goofy Elizabeth Warren can spend a whole day tweeting about Trump  gets nothing done in Senate,28088,10122,7.3E+17
Goofy Elizabeth Warren lied when she says I want to abolish the Federal Minimum Wage See media—asking for increase,12262,3809,7.3E+17
Our Native American Senator goofy Elizabeth Warren couldn’t care less about the American worker…does nothing to help,14017,4663,7.3E+17
Goofy Elizabeth Warren is now using the woman’s card like her friend crooked Hillary See her dumb tweet “when a woman stands up to you…”,17849,5732,7.3E+17
If the people of Massachusetts found out what an ineffective Senator goofy Elizabeth Warren has been she would lose,13386,4195,7.3E+17
Thanks Piers …,14598,4948,7.3E+17
 MakeAmericaGreatAgain  Trump2016pictwittercomCLhqgybbYR,11985,3943,7.3E+17
Goofy Elizabeth Warren didn’t have the guts to run for POTUS Her phony Native American heritage stops that and VP cold,15003,4630,7.3E+17
Goofy Elizabeth Warren has been one of the least effective Senators in the entire US Senate She has done nothing,17186,5395,7.3E+17
I dont want to hit Crazy Bernie Sanders too hard yet because I love watching what he is doing to Crooked Hillary His time will come,32475,10642,7.3E+17
Big wins in West Virginia and Nebraska Get ready for November  Crooked Hillary who is looking very bad against Crazy Bernie will lose,18993,5741,7.3E+17
"Thank you Nebraska
 MakeAmericaGreatAgain  Trump2016pictwittercomRRma61oisz",19214,6591,7.3E+17
"Thank you West Virginia
 MakeAmericaGreatAgain  Trump2016pictwittercomiCGcF21fWY",21135,7134,7.3E+17
The Clintons spend millions on negative ads on me  I can’t tell the truth about her husband Don’t feel sorry for crooked Hillary,29758,11060,7.3E+17
Hillary has bad judgment  ,12033,4852,7.3E+17
It was so great being in Nebraska last week Today is the big dayget out and vote,11235,3242,7.3E+17
I look very much forward to meeting wPaul Ryan  the GOP Party Leadership on Thurs in DC Together we will beat the Dems at all levels,19203,5281,7.3E+17
Via  and Jason Greenblatt  Donald Trump is a Visionary With Talents Our Country Needs trumpisavisionarywithtalentsourcountryneeds …,7874,2818,7.3E+17
"WEST VIRGINIA  VoteTrump TODAY
 MakeAmericaGreatAgain  Trump2016pictwittercompndaZjsruy",10796,4239,7.3E+17
"NEBRASKA  VoteTrump TODAY
 MakeAmericaGreatAgain  Trump2016d04b4c6fa6c5c84db749480a …",9002,3397,7.3E+17
It is only the people that were never asked to be VP that tell the press that they will not take the position,20405,6422,7.3E+17
It was Rosie ODonnell who ate the cake in the vicious Hillary commercial about me not Crooked Hillary ,9813,3069,7.3E+17
Why does the media with a strong push from Crooked Hillary keep pushing the false narrative that I want to raise taxes Exactly opposite,19899,7661,7.3E+17
  RepMikeKelly  Great job on  this morning Thank you for the nice words,8675,2303,7.3E+17
Get out and vote Nebraska we will MAKE AMERICA GREAT AGAIN,13527,4644,7.3E+17
Get out and vote West Virginia we will MAKE AMERICA GREAT AGAIN,13109,4760,7.3E+17
 I am a woman  I JUST VOTED FOR   NebraskaPrimary  Trump2016  TrumpForPresident pictwittercomzgzwxQ92wZ,15140,4989,7.3E+17
Thank you Jason Greenblatt  For Our Children Lets Elect Donald Trumpourchildrenletselectdonaldtrumpb6f0d089377e b3fxz3gur …,10249,3878,7.3E+17
I am lowering taxes far more than any other candidate Any negotiated increase by Congress to my proposal would still be lower than current,20110,6818,7.3E+17
I will have set the all time record in primary votes in the Republican party despite having to compete against 17 other people,17938,5619,7.3E+17
If I only had 1 person running against me in the primaries like Hillary Clinton I would have gotten 10 million more votes than she did,17097,5021,7.3E+17
Crooked Hillary Clinton says that she got more primary votes than Donald Trump But I had 17 people to beat—she had one,18506,6070,7.3E+17
" NEPrimary  VoteTrump  Trump2016
daa445fba2570f785d7dccd3 …",7545,3150,7.3E+17
" WVPrimary  VoteTrump  Trump2016
f72b4e3d99546e0633adbfcf …",7182,2992,7.3E+17
    Is Chris serious lying or misinformed Bill Clinton signed NAFTA pictwittercomdFDvYQrN1v,9560,4374,7.3E+17
   The liars that signed the pledge and now wont support  IS the reason they are losers,10267,3568,7.3E+17
  you had a great interview with Donald today I started watching your show due to Donald Trump,7225,1962,7.3E+17
Will be interviewed by  on   at 730 AM Enjoy,5610,1183,7.3E+17
   good interview Mr Trump You set the facts straight Thank you,6798,1693,7.3E+17
Wow I hear  has gone really hostile ever since I said I wont do or watch the show anymoreThey misrepresent my positions,10757,3497,7.3E+17
I will be interviewed on  at 700 AM,5755,1240,7.3E+17
  Russell Moore is truly a terrible representative of Evangelicals and all of the good they stand for A nasty guy with no heart,7393,2252,7.3E+17
 On   MattSchlapp was on the ball   jenniferrubin is in a time warped stupor  will EXPAND  GOP,5252,1424,7.3E+17
I will be interviewed on   at 700 AM,5304,1161,7.3E+17
I will win the election against Crooked Hillary despite the people in the Republican Party that are currently and selfishly opposed to me,21641,7329,7.3E+17
On  show  now ENJOY,7543,1661,7.29E+17
Crooked Hillary just cant close the deal with Bernie It will be the same way with ISIS and China on trade and Mexico at the border Bad,25921,9149,7.29E+17
  Kellyanne you were fantastic on  today Keep going  I will win for the people MAKE AMERICA GREAT AGAIN,11471,3259,7.29E+17
I will be interviewed on  this morning Enjoy,8111,1688,7.29E+17
I will be interviewed on This Week with George S this morning Enjoy,7767,1687,7.29E+17
" HappyMothersDay 
",16909,5222,7.29E+17
 I want a leader that will shoot straight with us The politicians cant  will give his all for us,12948,3889,7.29E+17
 thank you for your support tonight on ,11033,2802,7.29E+17
Remember when the two failed presidential candidates Lindsey Graham and Jeb Bush signed a binding PLEDGE They broke the deal no honor,27217,10014,7.29E+17
I am honored that the great men and women of the  have created a movement from within called Teamsters for Trump Thank you,22691,7507,7.29E+17
I am going to keep our jobs in the US and totally rebuild our crumbling infrastructure Crooked Hillary has no clue ,20152,6864,7.29E+17
"Join me in Washinon today
Spokane tickets
 
Lynden tickets
",8756,2736,7.29E+17
Goofy Elizabeth Warren is weak and ineffective Does nothing All talk no action  maybe her Native American name,22373,7302,7.29E+17
Goofy Elizabeth Warren and her phony Native American heritage are on a Twitter rant She is too easy Im driving her nuts,21528,7100,7.29E+17
Crooked Hillary Clinton wants completely open borders Millions of Democrats will run from her over this and support me,23388,8676,7.29E+17
Just met with courageous family of Sarah Root in Nebraska Sarah was horribly killed by illegal immigrant but leaves behind amazing legacy,21039,7370,7.29E+17
Goofy Elizabeth Warren Hillary Clinton’s flunky has a career that is totally based on a lie She is not Native American,19815,6938,7.29E+17
Let’s properly check goofy Elizabeth Warren’s records to see if she is Native American I say she’s a fraud,18272,6202,7.29E+17
I hope corrupt Hillary Clinton chooses goofy Elizabeth Warren as her running mate I will defeat them both,25410,8519,7.29E+17
"Response to 
 …",9200,3419,7.29E+17
I hear  of rapidly fading  is pushing hard for a third party candidate to run This will guarantee a Crooked Hillary win,10988,4212,7.29E+17
Joe Scarborough initially endorsed Jeb Bush and Jeb crashed then John Kasich and that didnt work Not much power or insight,12574,3821,7.29E+17
Thank you to teachers across America When I become POTUS we will make education a far more important component of our life than it is now,24358,8349,7.29E+17
Crooked Hillary has ZERO leadership ability As Bernie Sanders says she has bad judgement Constantly playing the womens card  it is sad,29537,10542,7.29E+17
Paul Ryan said that I inherited something very special the Republican Party Wrong I didnt inherit it I won it with millions of voters,40354,13517,7.29E+17
  Many would say that you are the only talented person running for the top job this time  MakeAmericaGreatAgain  TrumpTrain,9449,2584,7.29E+17
So many great endorsements yesterday except for Paul Ryan We must put America first and MAKE AMERICA GREAT AGAIN,18976,5982,7.29E+17
Governor Rick Perry said Donald Trump is one of the most talented people running for the Presidency Ive ever seen Thank you Rick,22831,6741,7.29E+17
Unlike crooked Hillary Clinton who wants to destroy all miners I want wages to go up in America We will do so by bringing back jobs,21907,7239,7.29E+17
Thank you West Virginia Lets keep it going Go out and vote on Tuesday  we will win big  Trump2016,18012,6550,7.28E+17
Can you believe Crooked Hillary said We are going to put a whole lot of coal minerscoal companies out of business She then apologized,27507,10247,7.28E+17
"Join me tomorrow  Trump2016
 MakeAmericaGreatAgain 

Omaha Nebraska
 …

Eugene Oregon
 …",9056,3473,7.28E+17
Bernie Sanders has been treated terribly by the Democrats—both with delegates  otherwise He should show them  run as an Independent,35095,12644,7.28E+17
Happy  CincoDeMayo The best taco bowls are made in Trump Tower Grill I love Hispanics ,113901,83425,7.28E+17
I will be interviewed by   at 6pm ET tonight ,7915,2203,7.28E+17
Many reports that I will be attending the AlvarezKhan fight this weekend in Vegas Totally untrue Unfortunately I have other plans,12290,3399,7.28E+17
Join me in Charleston WV  tomorrow  ,13275,4494,7.28E+17
I will be interviewed on  at 730 AM Enjoy,9854,1978,7.28E+17
I will be interviewed on  and Good Morning America at 700 AM,8747,1630,7.28E+17
I will be interviewed on  at 615 AM Enjoy,7756,1442,7.28E+17
I would rather run against Crooked Hillary Clinton than Bernie Sanders and that will happen because the books are cooked against Bernie,29869,12531,7.28E+17
What a great evening we had So interesting that Sanders beat Crooked Hillary The dysfunctional system is totally rigged against him,26003,8251,7.28E+17
  Please correct I WON Virginia,14441,3530,7.28E+17
Thank you Indiana we were just projected to be the winner We have won in every category You are very special peopleI will never forget,39571,11884,7.28E+17
"Thank you Indiana  Trump2016
 MakeAmericaGreatAgainpictwittercomG4JlShRA6I",29963,11315,7.28E+17
Lyin Ted Cruz consistently said that he will and must win Indiana If he doesnt he should drop out of the racestop wasting time  money,25614,7061,7.28E+17
Wow Lyin Ted Cruz really went wacko today Made all sorts of crazy charges Cant function under pressure  not very presidential Sad,25594,8042,7.28E+17
"MAKE AMERICA GREAT AGAIN
 INPrimary  VoteTrump86154305a4e7daa2b932ed7e …",13188,5160,7.28E+17
Polls close at 6pm  INPrimary  Trump2016  VoteTrumpf03047fc80665c73447e2858 …,12311,5164,7.28E+17
"Thank you America  Trump2016
",11317,3929,7.28E+17
"MAKE AMERICA GREAT AGAIN 
 Trump2016  VoteTrumppictwittercomOKaL5UI4oJ",12394,4041,7.28E+17
"MAKE AMERICA GREAT AGAIN
 INPrimary  VoteTrump
",8992,3170,7.28E+17
"MAKE AMERICA GREAT AGAIN
 INPrimary  VoteTrump96664834a9d6f4549de038e8 …",12187,4441,7.27E+17
"Thank you South Bend Indiana Everyone get out   VoteTrump tomorrow  INPrimary
",12766,4179,7.27E+17
Will be in South Bend Indiana in a short while  big rally See you soon,10588,2706,7.27E+17
Will be interviewed on  tonight at 10pmE Enjoy  INPrimary,8468,2493,7.27E+17
"THANK YOU AMERICA
 MakeAmericaGreatAgainpictwittercomPvhGP2HmbN",12837,4493,7.27E+17
Thank you Carmel Indiana Get out   VoteTrump tomorrow  INPrimary  MakeAmericaGreatAgainpictwittercomj07c4oYryG,9666,2968,7.27E+17
Honored to have received the endorsement of Lou Holtz  a great guy  INPrimary  Trump2016pictwittercomAeGyODb37O,26655,10776,7.27E+17
"I will defeat Crooked Hillary Clinton on 1182016  Trump2016
 MakeAmericaGreatAgainpictwittercomHtwD1FGn9e",28402,11527,7.27E+17
I will be campaigning in Indiana all day Things are looking great and the support of Bobby Knight has been so amazing Today will be fun,16348,4243,7.27E+17
Everybody is talking about the protesters burning the American flags and proudly waving Mexican flags I want America First  so do voters,28710,10653,7.27E+17
Gov Mike Pence has just stated that Donald Trump has taken a strong stance on Hoosier jobs and he thanks me I will bring back jobs to USA,15681,4969,7.27E+17
Crooked Hillary Clinton said she is used to dealing with men who get off the reservation Actually she has done poorly with such men,16151,5445,7.27E+17
I will be interviewed on    at 730 AM Enjoy,7054,1714,7.27E+17
"Join me in Carmel Indiana tomorrow at 4pm  INPrimary
",11251,3935,7.27E+17
"Thank you Fort Wayne Indiana
 Trump2016  INPrimarypictwittercommDGrmMmk5T",18052,6076,7.27E+17
"Thank you Terre Haute Indiana
 MakeAmericaGreatAgainpictwittercomO6ELhlae3h",13803,3890,7.27E+17
 is a failed Jeb Bushy Never says anything good  never will even after I beat Hillary Shouldnt be on the air,12538,3770,7.27E+17
I am on  with Chris Wallace his 20th year anniversary with  FNS throughout the day EnjoypictwittercomhDzdDpZiRx,11885,3050,7.27E+17
Will be in Terre Haute Indiana in a short while  big rally See you soon,10448,2835,7.27E+17
I watched Sen Graham  Why dont they say that I ran him out of the race like a little boy and in the end he had no support,13523,4076,7.27E+17
Thank you Indiana  Trump2016pictwittercomshPWexfkVX,17182,6454,7.27E+17
I will be in Indiana on Sunday and Monday at four MAKE AMERICA GREAT AGAIN rallies See you there,17806,5677,7.27E+17
Thank you  for the nice comments on  today Great job,9908,2568,7.27E+17
Trump locks down Delaware GOP delegates  Trump2016  MAGAfromglobalsessionKeyautologin …,12143,4441,7.27E+17
The economy is bad and getting worsealmost ZERO growth this quarter Nobody can beat me on the economy and jobs MAKE AMERICA GREAT AGAIN,22702,8276,7.26E+17
    pictwittercomuhDlyi82Ua,8978,3873,7.26E+17
The protesters in California were thugs and criminals Many are professionals They should be dealt with strongly by law enforcement,35554,12815,7.26E+17
  Anderson so amazing Your mother is and always has been an incredible woman,12844,3012,7.26E+17
We are now at 1001 delegates We will win on the first ballot and are not wasting time and effort on other ballots because system is rigged,33241,12637,7.26E+17
Thank you Indiana  Trump2016pictwittercomWAuI0nRNzX,20385,7859,7.26E+17
Crooked Hillary Clinton perhaps the most dishonest person to have ever run for the presidency is also one of the all time great enablers,26191,10394,7.26E+17
Wow the ridiculous deal made between LyinTed Cruz and 1 for 42 John Kasich has just blown up What a dumb deal  dead on arrival,19130,5874,7.26E+17
Thank you Costa Mesa California 31000 people tonight with thousands turned away I will be back  Trump2016pictwittercom4P0tzvZn0e,31221,10298,7.26E+17
"New York Yankees President Randy Levine End of the Republican Party If Donald Trump Not Nominated  
 …",11973,4326,7.26E+17
I will be interviewed on  with the legendary Coach Bobby Knight tomorrow morning Enjoy  INDPrimarypictwittercomc9WVhfyMzs,13783,3965,7.26E+17
 MakeAmericaGreatAgain  Trump2016pictwittercomZHM5w7jnss,12520,4651,7.26E+17
 MakeAmericaGreatAgainpictwittercom53qHBKs7yA,11956,4412,7.26E+17
