text,Favorites,Retweets,Tweet ID
  haha I love how you just tell like it is You arent who you are by not doing just that,6,8,3.76E+17
  you would make such a good president Thank you,14,7,3.76E+17
  hell yeah Dammit I love the frankness and brutal honesty of   It is the only way,6,8,3.76E+17
   Thank you,0,0,3.76E+17
     think its time for The Donald to make a Surprise visit to  RAW Speak to Vince,16,16,3.76E+17
 Very true,0,0,3.76E+17
  inspires me soo much  Great,5,6,3.76E+17
  Did you enjoy the experience you had with   Yes had a great time,29,30,3.75E+17
   lmao What about his tattoos Do you like those  NO,8,12,3.75E+17
 Idc what anyone says  is the man  Very nice,15,12,3.75E+17
  when is  gonna pay you That is a very good question His only good song is Donald Trump,59,90,3.75E+17
  do u like Lettermans show  Yes much smarter than Leno,26,18,3.75E+17
  Why do you think youre so polarizing  Because I like to beit often times brings out the truth,8,15,3.75E+17
Is Anthony Weiner a jerk or what,228,163,3.75E+17
Jay Leno and his people are constantly calling me to go on his show My answer is always no because his show sucks They love my ratings,256,297,3.75E+17
 I wish I could go on Jays show so badly Real quote from  Real quote is I wish they would stop calling,17,20,3.75E+17
  Send it to me in New York Doug  Thanks,0,1,3.75E+17
  u mad because  doesnt want u on his show He begs me to go on his showdone it many times loser,31,27,3.75E+17
   just turned off Jay  I cant watch him anymore running out with the phony high fiveshes lost it,16,5,3.75E+17
  you need to go on  to bash Jay Leno Howard hates him too  Howard is right on LenoJay is over,5,10,3.75E+17
  you have more followers than they   do So true and am hopefully MUCH smarter,13,9,3.75E+17
“Appreciate your property and your property will appreciate for you” – Think Like a Billionaire,160,326,3.75E+17
I hear this moron  said nasty things about me hair etc—boring on the terminated  show Stupid guybad ratings,152,136,3.75E+17
I’ve always defended  but he never defends me Hes not a loyal person  I now understand why everybody dumped him Jay sucks,123,194,3.75E+17
“To keep momentum keep challenging yourself” – Think Big,186,501,3.75E+17
With the signature services of Trump Attaché  brings premiere luxury to the white sands of Waikiki  ,3,14,3.75E+17
  Thanks,2,1,3.75E+17
 Thanks,1,1,3.75E+17
Happy New Year to all of my Jewish friends and supporters Shana Tova Hopefully it will be a great year,91,183,3.75E+17
 must stay focused on defunding ObamaCare and the impending budget battle Don’t let Syria rule the agenda,73,103,3.75E+17
 had a flawless  quarterfinal win last night She’s a great player and a wonderful person,35,37,3.75E+17
Many Syrian ‘rebels’ are radical Jihadis Not our friends  supporting them doesnt serve our national interest Stay out of Syria,561,788,3.75E+17
s book Emily Gets Her Gun exposes the attack on our Second Amendment   A must read,12,27,3.75E+17
Congratulations to  on winning  TV Personality Of The Year Piers deserves his success,33,45,3.75E+17
  Thanks,1,0,3.75E+17
 Soon,1,0,3.75E+17
"                  
 To be a champ you have to believe in yourself when nobody else will  True",4,1,3.75E+17
    never tell your enemy when where and how you are going to hit them,34,54,3.75E+17
  If two of your competitors were at war would you let them destroy each other Or would you back one,14,41,3.75E+17
   Just finished art of the deal Brilliant insight into your mind thanks,1,2,3.75E+17
  you realize that is what Iran wants dont you You beat Iran in a much different fashionnot through Syria,15,23,3.75E+17
For all of those fools that want to attack Syria the UShas lost the vital element of surpriseso stupidcould be a disaster,189,322,3.75E+17
What I am saying is stay out of Syria,369,564,3.75E+17
The great GENERALS MacArthur and Patton real leaders and fighters are spinning in their graves as we give Syria info  time to prepare,147,300,3.75E+17
  mr trump would attack Syria or no  No lets make our country great again as they fight their war,77,89,3.75E+17
  I just love ur way of thinking and analyzing things 2 the pointThanks,6,6,3.75E+17
 How can General Dempsey tell Obama delaying Syria bombardment will have no consequences  Hes no Patton,9,22,3.75E+17
  If u r so disappointed at Obama why dont u run for president in 2016  Watch,46,42,3.75E+17
  is the kind of president we need  True,30,26,3.75E+17
  mr trump for president  Thank you,19,12,3.75E+17
 Make an appearance  We would love to host you at the USC  EntrepreneurshipClub  Thanks,13,11,3.75E+17
From the great author of Rich Dad Poor Dad Robert Kiyosaki here is a very nice article  ,69,48,3.75E+17
“Representing your own brand yourself is the best way to go If you can’t sell it who will” – Midas Touch,121,260,3.75E+17
Elections have consequences Obama just published “final regulations for ObamaCare’s individual mandate”   Enjoy,28,71,3.75E+17
  Great,2,2,3.75E+17
  Thanks,0,0,3.75E+17
How can General Martin Dempsey tell Obama that delaying the Syria bombardment will have no consequences He is no Patton or MacArthur,44,42,3.75E+17
“A big key to winning is knowing where the other side is coming from” – Think Like a Champion,150,337,3.75E+17
I am giving away money Check the crowdfunding site    Raise money for anything,89,60,3.75E+17
China OPEC and Russia laugh at us But now thanks to Obama so does Syria Very sad,81,180,3.75E+17
Enjoy the ratings of President Obama  ,78,120,3.75E+17
I applaud Columbia South Carolina for cleaning up biz center   Will cut crime  advance commerce,27,65,3.75E+17
  why the hell are you always criticising Obama  Because he is doing a terrible in fact embarrassing job,180,171,3.75E+17
President Obamas Arab Spring is not looking so good right now,46,104,3.75E+17
 If the government just listened to  this country would be so much better,35,31,3.75E+17
  But if we had a Republican President you would say the exact opposite right  Wrong,23,30,3.75E+17
Think of it the Arab League doesnt want to get involved with Syria  but they want us to do their dirty work How stupid,89,234,3.75E+17
If the US attacks Syria and hits the wrong targets killing civilians there will be worldwide hell to pay Stay away and fix broken US,420,1085,3.75E+17
Our country is looking very bad right now,227,403,3.75E+17
  trump tower here in Chicago is such an impressive building and architecturally really fits in with the area,10,13,3.75E+17
  Your thoughts on Bill De Blasio for Mayor  I predicted two years ago that he would win,9,13,3.75E+17
  You always Keep it RealMr Trumpthe truth hurts sometimes and America needs you to run in 2016,25,15,3.75E+17
  If you ever become president of the US what would be your first step  Get rid of Obamacare,102,96,3.75E+17
  I am surprised Weiner is so delusional to think that he still has a shot should seek help,12,12,3.75E+17
    james franco is prettier than donald trump But I get better ratings,12,17,3.75E+17
 I hope  runs for president For obvious reasons,16,15,3.75E+17
  Donald have you noticed how so many people want you to run Amazing I think you will win handily  Thanks,11,20,3.75E+17
  run for prime minster in the uk and first minister in scotlandwe could use your help Cute,8,15,3.75E+17
 I realize what a mess were in by watching then I read  tweetslike a breath of fresh airThanks,10,13,3.75E+17
  I LOVE YOU DJT SR FOR PRESIDENT 2016 Thanks,19,13,3.75E+17
  when you are president will you be able to bring back hope jobs and cash  trump2016  We have no choice,186,187,3.75E+17
   After Arsenio won Celebrity Apprentice he told me in tears that I would be his first guest if he got a show No interest,2,3,3.75E+17
   Agree completely Mr Trump for President  Thanks,13,10,3.75E+17
  Glad to find you thank you for your philanthropic work  Thank you,2,5,3.75E+17
Eliot Spitzer has failed at everything he has ever done and now he wants to be comptroller Thrown out of politics and off of TV CRAZY,25,31,3.75E+17
Each time I see one of Anthony Weiners television ads for mayor I ask what the hell is he doing just wasting money  timego get a job,103,149,3.75E+17
  actually  should be a first guest to show  gratitude  class   Thanks for your nice remark,7,8,3.75E+17
  please run for POTUS 2016 America desperately needs a TRUE leader with common sense Thank you,19,24,3.75E+17
 Roast of  will be the best one since   OK as long as mine remains number one,8,15,3.75E+17
  with all due respect Bush did exactly the same thing in Iraq  You will seldom see me defending Bush,20,23,3.75E+17
   its so bad there are actually maps of targets now in  Syria  where USA ships would attack from,19,47,3.74E+17
  Thanks,11,0,3.74E+17
In war the elememt of surprise is sooooo importantWhat the hell is Obama doing,332,484,3.74E+17
  Thats the plan Have you ever seen such a clueless leader in all your life I am stunned daily,54,70,3.74E+17
  you should be our next President This country would be in much better shape if you would have run in 2012True,33,36,3.74E+17
 Why isnt  president instead of Obama   That is truly a good question,72,66,3.74E+17
We have given Syria so much time and informationthere has never been such an instance in wartime history Syria is now fully prepared,109,211,3.74E+17
Why isnt the Arab League paying for everything and sending troops They want us to do their dirty work with no involvement by themselves,111,266,3.74E+17
The Arab League stated that it wants nothing to do with an attack on Syria but they want us to attackAre our leaders insane or just stupid,158,382,3.74E+17
  Any chance youll change your mind and run for President  GotMyVote  Time will tell,39,36,3.74E+17
   How would you treat the Syria situation if president  Id let them all fight with each otherfocus on US,172,173,3.74E+17
 Ive always looked up to  Business and Politics Hes the man  Thank you,17,12,3.74E+17
  My son Joey survived leukemia He is is now 13 Thank you MakeaWish and NCCF for everything they did,18,16,3.74E+17
It is truly amateur hour at the White House  and this is why we should not be doing the war thing right now,116,185,3.74E+17
   So true,0,0,3.74E+17
   you should be President  Save America  Thank you,29,29,3.74E+17
President Obamas weakness and indecision may have saved us from doing a horrible and very costly in more ways than money attack on Syria,131,232,3.74E+17
   Good luck,1,0,3.74E+17
  You always have something negative to say about Obama dont you  Yes,94,60,3.74E+17
  You have real talent,1,0,3.74E+17
  just bought some beautiful Trump cuff links   Great,4,7,3.74E+17
  Happy birthday,1,1,3.74E+17
 Thank you,4,5,3.74E+17
  wondering if u know or care that tomorrow begins childhood cancer awareness month,14,38,3.74E+17
   Donald you are antiObama no matter what Obama does you will take the opposite view  WRONGall on merit,27,33,3.74E+17
  Obviously amateur hour at the WH Obama was unqualified when he ran and remains so,54,86,3.74E+17
  hes no Churchill   He might not even be Jimmy Carter,26,27,3.74E+17
 Just from reading his tweets it seems like  could run our country much better than our President right now,55,60,3.74E+17
Did anyone notice that Obama failed to get a coalition of other countries to go along with us He couldnt even get Britain NO LEADERSHIP,170,363,3.74E+17
   Thank you,0,0,3.74E+17
  cant say Obama doesnt know how to throw a polite war  General Patton would not be happy right now,25,22,3.74E+17
  Im scared for my future  You should be,26,24,3.74E+17
Be prepared there is a small chance that our horrendous leadership could unknowingly lead us into World War III,186,540,3.74E+17
China is already preparing to benefit economically from this mess They will pick up the pieces and make yet another fortune laugh at us,66,146,3.74E+17
Obama now just wants to save face Russia is now telling him dont do it He waited too long and the other side is much better prepared,52,126,3.74E+17
Who are our generals that are allowing this fiasco to happen right before our eyes Call it the PLENTY OF NOTICE WAR,66,134,3.74E+17
  may be many things but one thing he is is right  tellsitlikeitis Thank you sort of,11,7,3.74E+17
Syria has prepared for an attack based on all of our talk  they have moved targeted ammunition and supplies to new locationsAmazing,53,125,3.74E+17
For the first time in the history of military operations a country has broadcast what when and where they will be doing in a future attack,99,312,3.74E+17
The President must get Congressional approval before attacking Syriabig mistake if he does not,121,201,3.74E+17
  if trump was POTUS we would have all the money we need  trump 2016   Thats true,22,29,3.74E+17
  the president of Syria is killing people inhumanly  But the so called rebels may be just as bad or worse,25,37,3.74E+17
  I usually agree with you not tonight Stop criticizing The PresidentI will when he makes good decisions,36,45,3.74E+17
   I would be totally surprised if the US even HAS any money to spend on Syria We dont,23,38,3.74E+17
   We need a strong minded POTUS in office before we enter into another war,12,25,3.74E+17
  what would you do  give a solution vs being so critical  I would make America great again,18,27,3.74E+17
  for once the UK has seen sense and not been dragged into this They were for once very smart,17,53,3.74E+17
  hes to soft of a president  Incompetent would be a better word,24,24,3.74E+17
  Not to mention we probably dont have the money to spend on another long war  So true,13,23,3.74E+17
How bad has our leader made us look on Syria Stay out of Syria we dont have the leadership to win wars or even strategize,168,311,3.74E+17
If Obama attacks Syria and innocent civilians are hurt and killed he and the US will look very bad,149,324,3.74E+17
Is everyone seeing how incompetently our country is being run by watching the mess with Syria Our leaders dont know what they are doing,212,372,3.74E+17
The ratings of The Cycle on MSNBC a sad and pathetic show are way down If they fired racist moron  a truly stupid guy they live,42,51,3.74E+17
 Happy Birthday Deborah,1,1,3.74E+17
Its not that Im so smart its just that I stay with problems longer  Albert Einstein,176,340,3.74E+17
Dress for success The Donald J Trump Signature Collection exclusively available com  ,16,38,3.73E+17
  A talk show is an amazing idea so many would love to see you do ityour insight on a daily basis what a gift,15,16,3.73E+17
Pervert Weiner is dead in his race for mayor of NYC but WOW Eliot Spitzer has dropped way down in recent poll for comptroller SLEAZE,48,70,3.73E+17
  how do you know those kids will never work  I know,25,21,3.73E+17
So a woman in Chicago who never had a job has 9 kids with 7 different men she is one of many These kids will never work Trouble,141,229,3.73E+17
   You could do it in your sleep and still make more sense than these other morons Thanks,8,6,3.73E+17
  talk shows are stale But a daily look at the inside wheeling and dealing of the Trump Org Exciting,6,5,3.73E+17
 of course  would be one of the few to publicly support miley cyrus racist behavior Oh  now shes a racist,30,24,3.73E+17
  So true,0,0,3.73E+17
  A talk show is a great idea Please make the time sir The country needs you now more than ever,6,11,3.73E+17
  A talk show would be the perfect arena for you Mr Trump Ratings would soar through the roof But no time,5,6,3.73E+17
  You should have your own talk show  Networks and many have asked but I dont have the time Thanks,23,18,3.73E+17
  Bought a poster frame from my WalMart store today and the sample picture was Trump Tower in Chicago Great,13,7,3.73E+17
 Could be argued that  may or may not be a horrible person but his twitter is the best Thank you Donald,14,10,3.73E+17
  Interesting and thanks,0,0,3.73E+17
  Do you ever get sad  I dont have the time,376,302,3.73E+17
  Thanks Ben,0,0,3.73E+17
  I agree thanks,1,0,3.73E+17
I hope everyone read the brilliant article in American Spectator about leightweight AG Eric Schneiderman He should be run out of office,36,26,3.73E+17
In that  has  with really dumb racist  Bryant Gumbeland I mean dumb and no CBS which fired Bryant I am switching bldgs,30,40,3.73E+17
  I disdain you with every fiber of my being  Thank you,37,22,3.73E+17
    trumptuesdays were the best This country needs you to speak up for what is going right and wrong,13,14,3.73E+17
  Im a prof salesman but not motivated by money but like to win Is that a bad thing  No not at all,20,14,3.73E+17
   today I received many compliments from wearing shirt and tie outfit  Great,8,14,3.73E+17
  love Macys   I agree,6,5,3.73E+17
People are really liking the new ties and shirts sthey are amazing and selling great,21,28,3.73E+17
  agreed we need our troops on the streets of Chicago not in Syria,61,128,3.73E+17
“Sometimes you have to take a half step back to take two forward”  ,126,266,3.73E+17
Via  by Lauren Odomirok Trump Norman play renovated golf course  ,8,8,3.73E+17
 TrumpVine A message for my hotel guest  ,278,410,3.73E+17
     Thanks Dan,4,1,3.73E+17
 True,1,0,3.73E+17
 Thanks,0,0,3.73E+17
What a shame that ’s ratings have sunk even lower in 2013 Prime time down 50 s are cont  ,19,18,3.73E+17
What will we get for bombing Syria besides more debt and a possible long term conflict Obama needs Congressional approval,126,262,3.73E+17
Congress must protect our borders first Amnesty should be done only if the border is secure and illegal immigration has stopped,1388,1485,3.73E+17
Thx MarkI appreciate your words about the school You sound like youre doing wellhappy for you  ,12,13,3.73E+17
  are you planning to visit Uruguay as soon as Punta del Este Tower is done Id like to get my books signedY,6,12,3.73E+17
"                     
  Remember Obama so loved the poor he created millions more Interesting",4,5,3.73E+17
  Thanks,0,1,3.73E+17
"                   
 remembering your generosity to so many after  SuperstormSandy Thank you Marlena",3,3,3.73E+17
If Christian Bale turned down  to return as Batman he should have his head examined What was he thinking,242,579,3.73E+17
The Yankees are sure lucky George Steinbrenner is not around A lot of people would be losing their jobs,140,217,3.73E+17
Via  by Jeffrey Lord Is Eric Schneiderman a Crook  What a great writer  researcheramazing story  ,15,10,3.73E+17
Wow  ratings are really low worst in many years I guess Ill have to start doing my Tuesday morning interviews with them again,58,54,3.73E+17
  Tanjanever give up,1,1,3.73E+17
The United States needs to fix its own problems of which there are many first,244,487,3.73E+17
Let the Arab League take care of Syria Why are these rich Arab countries not paying us for the tremendous cost of such an attack,157,318,3.73E+17
If we are going to continue to be stupid and go into Syria watch Russia as they say in the movies SHOOT FIRST AND TALK LATER,78,142,3.73E+17
I wonder what the great generals like Patton the big M or Robert E LEE would have thought about our stupid broadcasting of an attack,140,215,3.73E+17
   No dopey I would not go into Syria but if I did it would be by surprise and not blurted all over the media like fools,203,110,3.73E+17
  the one who talks much does nothing Except make 10 billion dollars  go get a job dumbass,185,171,3.73E+17
   Why Obama is giving up the element of surprise in Syria Perhaps because he is stupid,66,77,3.73E+17
   a few billion more dollars but Id rather say  President Trump than President Gates,18,10,3.73E+17
That said the rich Arab countries should get involved with the Syrian mess not usWe should start rebuilding our own country  military,200,307,3.73E+17
Why do we keep broadcasting when we are going to attack Syria Why cant we just be quiet and if we attack at all catch them by surprise,192,337,3.73E+17
I give the Presidents speech a 7 on the scale of 0 to 10 Not bad but room for improvement,42,43,3.73E+17
Why would anyone think Obama would attack Syria the day of his speech in Washinon He doesnt want to detract from his press  glory,123,162,3.73E+17
 One day I hope to be successful  a bit controversial like  keeping things interesting  classy Go for it,14,10,3.73E+17
  Actually I think it was factual and right on the mark You are a vulture sir nothing more  Thank you,10,3,3.73E+17
  what was racist about that story  The story wasnt racist just inaccurate and wrong Bryant is dumb  racist,5,7,3.73E+17
  Jeff has been battling cancer for years Huge fan and Trump supporter as am I galluzzo …,14,12,3.73E+17
  Im going to keep tweeting and annoying you until you run for president  Trump2016 Thats OK with me,28,22,3.73E+17
  Bill Gates has nothing on Donald Trump  Trump2016,16,22,3.73E+17
 What an awful piece on  realsports about  HBO should be ashamed  trump2016  Very dishonest piece by racist Gum,10,9,3.73E+17
   Donald makes you happy thats good we need something to make us happy with this President,7,10,3.73E+17
  is officially the person I look up to  billionaire  hero Thanks,14,11,3.73E+17
  So true not even close,0,0,3.73E+17
 Have the Arab League do it and pay for it,0,1,3.73E+17
 Thanks,0,0,3.73E+17
  I will,0,0,3.73E+17
"                     
I really want  to speak at Liberty University convocation again Great school",12,4,3.73E+17
  Thanks La Toya,2,0,3.73E+17
 Happy Birthday Bernice,0,0,3.73E+17
  True,0,0,3.73E+17
"            
 Trump will win this  as he wins everything else Awesome  Thanks",3,4,3.73E+17
Do not settle for remaining in your comfort zone Being complacent is a good way to get nowhere Take control and move forward every day,420,880,3.73E+17
A general is just as good or just as bad as the troops under his command make him”    Gen Douglas MacArthur,80,142,3.73E+17
 and  discussing my case on  ,6,11,3.73E+17
“You owe it to yourself and to your community to make your property the best it can be” – Think Like a Billionaire,144,234,3.73E+17
The misery of Obama’s economic policies US households with unemployed parent was at record high in 2011  ,18,63,3.73E+17
Remember all these ‘freedom fighters’ in Syria want to fly planes into our buildings,216,522,3.73E+17
Congratulations to  on ‘The Liberty Amendments’ debuting at  1 on the NY Times’ bestseller list Must read,32,41,3.73E+17
Congrats to  on making ’ first cut Stay strong and positive We are all rooting for you,336,515,3.73E+17
"Josh8J4                   
 I have a dream that you will be president to make this country great again  USA Thank you",28,32,3.73E+17
Young entrepreneurs – in an economic climate like this only the strong survive You can do it Think Big,286,457,3.73E+17
Watch  FoxNews’    former prosecutor Doug Burns destroy ridiculous lawsuit  ,8,11,3.73E+17
Via  WSOCTV “Blair Miller talks with Donald Trump about Charlotte ventures” ,8,6,3.73E+17
Be sure to check out  uploads of ’ very successful 2013  summit  ,7,10,3.73E+17
 Interesting,1,0,3.73E+17
"                 
  the Arab league should be taking care of this not us  100 correct",2,1,3.73E+17
"                     
 At least Doral will be great again  Thats true",1,0,3.73E+17
  Great,0,0,3.73E+17
 Thanks Terry,1,0,3.73E+17
  Thanks Peter,1,0,3.73E+17
I have a dream that our country will be great again  DreamDay,246,426,3.73E+17
  dam right Let them fight among themselves Save our men and womens lives Save our money None of our bus,45,60,3.73E+17
  Col Peters is right When our adversaries r at war w each other Assad regime Al Q stay out of it,22,49,3.73E+17
   Thanks for your support  I greatly enjoyed your comments on The Five the other day Best wishes,10,4,3.73E+17
As I predicted long ago the war in Iraq was a disaster for the US Heading for civil war there are bombings all over the placeIran happy,43,66,3.73E+17
 I think s book The America We Deserve deserves a read Written in 2000 very prescient,13,21,3.73E+17
  in Chicago for the first time your building is amazing from the outside cool color to the inside,7,8,3.73E+17
 Hey   your getting bashed by  about the lawsuit RevAl is just conning his way through life,38,32,3.72E+17
Via   Talks Hamptons Lifestyle with Emmy Rossum  ,6,14,3.72E+17
Kate is donating a  kidney to her husband     You can help I did   donate,22,29,3.72E+17
 legal analyst  former prosecutor  destroyed hack Schneiderman’s suit on  yesterdayShe’s very sharp,30,38,3.72E+17
See  on the cover of  View the digital edition …,18,21,3.72E+17
There has been a systematic targeting of the Tea Party by the Obama administration Now Schneiderman goes after me No coincidence,63,93,3.72E+17
The lightweight hack Schneiderman told Ivanka that the “case is weak and more  Meets with Obama  then files one day later,25,35,3.72E+17
Has AG Schneiderman been extorting his targets and their lawyers for contributions We will find out,16,28,3.72E+17
  Very cool thanks,3,0,3.72E+17
  Thanks,1,1,3.72E+17
"                   
 purely a political move if he met wObamaMrTrump please put the heat on this clown show",2,2,3.72E+17
I hope the NY tax payer appreciates the millions Schneiderman is about to waste on a small case I will litigate to victory,80,89,3.72E+17
See Schneiderman admit he spoke with Obama about “ongoing investigations ,9,38,3.72E+17
Thug Politics Lightweight hack Schneiderman meets with Obama on Thursday then brings frivolous suit on Saturday,38,68,3.72E+17
  Thank you,0,0,3.72E+17
My  int destroying Schneiderman’s frivolous suit which he brought after meeting Obama on Thurs ,20,39,3.72E+17
Via  Trump Attorney general behind lawsuit a total lightweight ,9,33,3.72E+17
Via  by Jeffrey Lord “New Obama Scandal Erupts Trump Targeted”  ,13,35,3.72E+17
  Interesting,1,0,3.72E+17
  I dont think he can,0,1,3.72E+17
Via  Trump’s new course plans on display  ,3,10,3.72E+17
Why isn’t AG Schneiderman going after Democrat Jon Corzine and the 4 billion that is “missing”,47,133,3.72E+17
Amazing AG Schneiderman sues a school w a 98 approval rating but doesn’t go after billion  fraudsters all over Wall St,36,83,3.72E+17
I really enjoyed doing the show circuit this AM discussing lightweight AG Eric Schneiderman  the terrible job he has done for NY,25,43,3.72E+17
Gov Cuomos Moreland Comm should be looking at AG Schneiderman shaking down those under investigation in litigation for campaign ,13,28,3.72E+17
Fox and Friends,42,47,3.72E+17
  Since the Art of the Deal you have been an inspiration to me  Thanks,15,16,3.72E+17
   Ive taken a few of the classes on line Thought they were very good,4,4,3.72E+17
Wow l just found out that AG Schneiderman met with President Obama in Syracuse on Thursday  and sued me on Saturday Same as IRS etc,91,367,3.72E+17
  You are asking some really good questions The truthful answers will come in time  they always do,6,14,3.72E+17
 Schneidean is in trouble History shows that  will publicly lambaste this guy to the point of surrender,12,10,3.72E+17
   Lawsuit against Trump University is without a doubt political,12,14,3.72E+17
  win the lawsuit than countersue for slander and damages  kickhisass,9,15,3.72E+17
  MrTrump I just wanted u 2 know I agree w uRespect you 2Thanks,5,8,3.72E+17
  the last ag was publicity oriented tooclient  9 But much smarter than Schneiderman,3,6,3.72E+17
  I wish there were more people in the world like you Thanks for all you do Your an awesome person Thanks,14,16,3.72E+17
  Corzine is a evil schemer who stole 14 billion Trump starts a University to help people get rich  hes bad,15,35,3.72E+17
  Just swat that nat out of the air and roll on Donald  Sadly hes abusing the system,4,6,3.72E+17
  as for  TrumpUniversity I have ONLY ever heard GREAT things from former students Dont sweat it,3,10,3.72E+17
What did our very stupid  ineffective AG Eric Schneidean during his trips to MY office tell me about President Obama  Governor Cuomo,17,31,3.72E+17
After years of long stops then starts why did dopey Eric Scheiderman tell people in The Trump Org this case is going awaywe have no case,9,15,3.72E+17
How can an Attorney General ask for campaign contributions during his evaluation of a case  a total sleazebag,50,103,3.72E+17
Why did lightweight AG Eric Schneiderman come to my office on numerous occasions begging for campaign contributions Also recent asks,21,32,3.72E+17
Why is it that Eric Schneiderman is considered a lightweight by so many and has failed to go after Jon Corzine and big abusers for billions,21,35,3.72E+17
Why did failing AG Eric Schneiderman after years of looking file his pathetic lawsuit on a SATURDAY afternoon unheard of No case,21,34,3.72E+17
Lightweight AG Eric Schneiderman who has been a total failure in office failed to report the 98 approval rating of students for courses,18,31,3.72E+17
   Thank you,1,0,3.72E+17
 Eric Schneiderman trying to get himself an image as a strong man is suing  Bad choice Trump will eat him alive,15,47,3.72E+17
 Trump University Liberal Witch Hunt I hope they loseand get counter sued,15,23,3.72E+17
  attended Tax Lien Tax Seminar Trump University Changed my life Able to open my own company Scheer Group,10,18,3.72E+17
  Wipe the floor with him Mr Trump ,12,17,3.71E+17
  extortion was the first thing that came to mind when i saw the report for the lawsuit You can sue,5,11,3.71E+17
Lightweight NYS Attorney General Eric Schneiderman is trying to extort me with a civil law suit See website httpwww98percentapprovalcom ,35,85,3.71E+17
  Thanks it was fun and amazing,0,0,3.71E+17
  I will make this known if you had run for President you had my vote If you runyou still have my vote,30,17,3.71E+17
 maybe ill go to Macys and buy a  shirt and tie combination for my cousins wedding stuffs beautiful Great,14,21,3.71E+17
   Sir Nick is not only a great player he is a great guy and by the way doing a fantastic job for CBS,4,3,3.71E+17
  Happy birthday,0,1,3.71E+17
For all of those who have been asking about online sales the Donald J Trump Signature Collection ties  shirts are sold com,27,39,3.71E+17
 FlashbackFriday Trump family final week of s show  is terrific  ,19,18,3.71E+17
  those are the ppl that cant handle the truth Great job at forcing his hand like only The Trump can do,11,18,3.71E+17
 Amazing service from   great job  Youre hired All future  business trips,16,12,3.71E+17
 Had an amazing stay at the Trump in Chicago this past weekend Thanks  ,9,9,3.71E+17
   Great Jason,1,0,3.71E+17
 Thanks,0,0,3.71E+17
"         
  
What a great building Mr T  Thanks",1,1,3.71E+17
Anyway I’m all about jobs  the economy  making America great again We’re falling fast,121,166,3.71E+17
John McCain couldn’t get him to release “it” and neither could Hillary Clinton—but Donald did,119,93,3.71E+17
People should be proud of the fact that I got Obama to release his birth certificate which in a recent book he “miraculously” found,107,149,3.71E+17
Why are people upset w me over Pres Obama’s birth certificateI got him to release it or whatever it was when nobody else could,102,119,3.71E+17
“To keep your momentum going you must have intrinsic values as well as monetary values Know when to give back” – Think Big,86,206,3.71E+17
With the whacko pervert Weiner about to be embarrassed all women need to be on the lookout Sexting begins 911  1201 AM,244,268,3.71E+17
   Thanks,1,0,3.71E+17
If Stop  Frisk is struck down by the pandering NYC politicians increases in crime  eventual terrorist attacks will be on them,46,85,3.71E+17
  Thanks,0,0,3.71E+17
  Thanks great that you remember really nice,0,0,3.71E+17
   Thanks,0,0,3.71E+17
Time flies it’s ’s 30th anniversary To celebrate we made this video highlighting its amazing history ,38,37,3.71E+17
 I like you too,31,27,3.71E+17
 Thanks,0,0,3.71E+17
One of Obama’s greatest failures will be his legacy of making millions completely dependent on government handouts not work,355,771,3.71E+17
Via  by  TRUMP NY MAG AILES STORY TOTAL BULLST    It was total bullshit,11,11,3.71E+17
Via  Images of Donald Trump’s 2nd Northeast golf course released Public have say on images   ,6,15,3.71E+17
Re Miss Universe Pageant we’ve spoken wthe LGBT community in Russia who asked “please don’t leave it would send the wrong signal”,19,38,3.71E+17
 Thank you John,1,0,3.71E+17
  please can you RT Little Mackenzie needs lifesaving treatment urgently and time is running out fast,6,31,3.71E+17
 Roger Ailes never called me about your piece on him Gabriel He is a very smart and secure guy who doesnt need help from me,2,8,3.71E+17
  What was up with Bryant Gumbels cheap shot on you on HBO Hes a really dumb really jealous racist,13,26,3.7E+17
  Youre an inspiration for a young entrepreneur Mr Trump Thanks  Very nice thank you,31,14,3.7E+17
  huge supporter of your political beliefs  staytrumping Donald  I will,15,13,3.7E+17
  will there be a new season of Celebrity Apprentice  YES,18,18,3.7E+17
  A better answer would have been Yes come up with a great idea and have others work their ass off  That too,7,13,3.7E+17
 If  runs for president in 2016 Ill be old enough to vote to put him in office Wooh  Trump2016,13,13,3.7E+17
  do you think Gumbel wrote that closing remark or  Bryant isnt smart enough dumb as a rock so HBO,12,11,3.7E+17
  my 1st book report in 5th grade was on The Art of the Deal 1988  Great Adam and you hit big,9,11,3.7E+17
  what do you think is the best industry to get into for a young college student about to graduateENERGY,36,46,3.7E+17
  What do you think should be done about Gun Control in the USAll good folks that have a gun should control it,55,85,3.7E+17
 Mr  do you have any advice for a young entrepreneur Yes come up with a great idea and work your ass off,83,91,3.7E+17
  what do u think about the new news Competitor Aljazeera America  I dont,15,17,3.7E+17
  there is zero chance u get elected but u r a very powerful indorcer  Wrong and correct,13,7,3.7E+17
 Is  still feuding with   Whos Danny Zuker,11,5,3.7E+17
  Donald if U dont RUN in 16 we will be stuck with Hillary Would you do that to us Make it Trump 16,83,52,3.7E+17
“Leadership is perhaps the key to getting any job done” – The Art of The Deal,127,235,3.7E+17
Donald Trump to Chris Christie Don’t hire    via  by ,9,16,3.7E+17
With Democrats Spitzer DangerWeiner  Filner which party really has the war on women,38,82,3.7E+17
